id,skyddsrumsnr,gatuadress,kommunnamn,antalplatser,latitude,longitude
62925299,125875-7,Vällingbyvägen 176,Stockholm,58,17.877489391082918,59.36320684080052
62925300,125876-2,Skattegårdsvägen 49,Stockholm,73,17.870104240748166,59.36788042579589
62925301,125877-8,Skattegårdsvägen 51,Stockholm,73,17.87113655124057,59.36759711035717
62925302,125878-3,Skattegårdsvägen 53,Stockholm,73,17.87048020428551,59.367746349237095
62925303,125879-9,Skattegårdsvägen 55,Stockholm,73,17.87008666905095,59.36788081270065
62925304,125880-4,Tensta Allé 44,Stockholm,129,17.900995004094888,59.39563618859084
62925305,125882-5,Tensta Allé 48,Stockholm,129,17.90028166312572,59.395741910735396
62925306,125883-0,Vällingbyvägen 155,Stockholm,112,17.87784171622911,59.362794710377145
62925307,125884-6,Vällingbyvägen 141,Stockholm,30,17.87896976079259,59.36322806315873
62925308,125885-1,Vällingbyvägen 139,Stockholm,48,17.878754199180882,59.36359224816365
62925309,125886-7,Vällingbyvägen 145,Stockholm,23,17.87872235786678,59.36300888795052
62925310,125887-2,Njurundagatan 6-8,Stockholm,53,17.888555081984222,59.36085942994859
62925311,125888-8,Vittangigatan 9,Stockholm,97,17.87267840941417,59.36085091958363
62925312,125889-3,Vittangigatan  21,Stockholm,100,17.87122062516676,59.36151203271504
62925313,125890-9,Vittangigatan 37,Stockholm,128,17.86975658170731,59.362308049878145
62925314,125891-4,Jämtlandsgatan 150,Stockholm,110,17.86925845014673,59.36245380033609
62925315,125893-5,Jämtlandsgatan 152,Stockholm,110,17.868216283197594,59.362827175507505
62925316,125894-0,Jämtlandsgatan 154,Stockholm,110,17.868203716458794,59.36330368633882
62925317,125895-6,Vittangigatan 45,Stockholm,92,17.869273316662095,59.363046519812066
62925318,125896-1,Starbovägen 79,Stockholm,60,17.886929566394766,59.37051904676014
62925319,125897-7,Förrådsgränd 2,Stockholm,154,17.860737395164634,59.37329793353459
62925320,125898-2,Skattegårdsvägen 120,Stockholm,40,17.85783941598535,59.37380178535612
62925321,125899-8,Lyckselevägen 78,Stockholm,115,17.86667973936321,59.367353752437026
62925322,125900-1,Lyckselevägen 64,Stockholm,100,17.866641286224183,59.366689667971144
62925323,125901-7,Ångermannagatan 193,Stockholm,125,17.87179049410137,59.36637863916352
62925324,125902-2,Ångermannagatan 205,Stockholm,90,17.87166711413732,59.36700136121667
62925325,125903-8,Grimstagatan 135,Stockholm,74,17.86441004154973,59.360898120355024
62925326,125904-3,Grimstagatan 143,Stockholm,116,17.864460887982872,59.36129236662725
62925327,125905-9,Grimstagatan 157,Stockholm,97,17.864618659986057,59.361702233868456
62925328,125906-4,Grimstagatan 167,Stockholm,150,17.863326502758817,59.361407148687825
62925329,125908-5,Grimstagatan 185,Stockholm,107,17.863400596788154,59.36228610336379
62925330,125909-0,Grimstagatan 199,Stockholm,136,17.862106915958837,59.36197306835216
62925331,125910-6,Grimstagatan 215,Stockholm,100,17.862216118559367,59.36285125224464
62925332,125911-1,Gulddragargränd 1,Stockholm,90,17.861136084812976,59.36277612473533
62925333,125912-7,Gulddragargränd 17,Stockholm,109,17.8607998326337,59.36212756234706
62925334,125913-2,Gulddragargränd 27,Stockholm,110,17.860103517439832,59.3618013944641
62925335,125914-8,Rättar Vigs Väg 122,Stockholm,50,17.883940793959894,59.37305624521132
62925336,125915-3,Rättar Vigs Väg 116,Stockholm,97,17.88448792737662,59.37286442784259
62925337,125916-9,Rättar Vigs Väg 102,Stockholm,95,17.88494808513595,59.3720635117148
62925338,125917-4,Duvedsvägen 17,Stockholm,25,17.874245550707244,59.36543495377104
62925339,125919-5,Duvedsvägen 15,Stockholm,25,17.873858128765825,59.36564117902219
62925340,125920-0,Duvedsvägen 13,Stockholm,25,17.87343631977366,59.36585714669122
62925341,125921-6,Duvedsvägen 11,Stockholm,25,17.873176435749464,59.36611447152975
62925342,125922-1,Duvedsvägen 7,Stockholm,94,17.87274223502379,59.36660027692826
62925343,125923-7,Vällingby Torg 29,Stockholm,200,17.871805178110076,59.362388724877164
62925344,125924-2,Ullångergatan 5,Stockholm,175,17.883136939164512,59.35695384711146
62925345,125925-8,Ullångergatan 17,Stockholm,34,17.88175878501044,59.35813448742952
62925346,125926-3,Ullångergatan 9,Stockholm,90,17.881937694152594,59.35754646654411
62925347,125927-9,Lyckselevägen 26,Stockholm,50,17.86916318964636,59.366535339232684
62925348,125928-4,Lyckselevägen 21,Stockholm,49,17.86811240645996,59.36597440418921
62925349,125930-5,Duvedsvägen 16,Stockholm,88,17.873430601221276,59.36516538388582
62925350,125931-0,Multrågatan 40,Stockholm,104,17.886095698026775,59.35656487275007
62925351,125932-6,Multrågatan 50,Stockholm,51,17.885862644233296,59.35713612828043
62925352,125933-1,Vinstavägen 48,Stockholm,240,17.875243783986203,59.377848966578455
62925353,125934-7,Solursgränd 4,Stockholm,65,17.87618871399842,59.362813227516526
62925354,125936-8,Kirunagatan 32,Stockholm,85,17.864644664817725,59.36534979097498
62925355,125937-3,Kirunagatan 30,Stockholm,85,17.865361270334564,59.36528911187838
62925356,125938-9,Abiskovägen 14,Stockholm,40,17.864785135565175,59.36638902591506
62925357,125939-4,Abiskovägen 16,Stockholm,45,17.865275777054876,59.366153602993606
62925358,125941-5,Abiskovägen 22,Stockholm,45,17.86586729515827,59.365862046944244
62925359,125942-0,Abiskovägen 28,Stockholm,28,17.866459560092444,59.365579457173574
62925360,125943-6,Kirunagatan 22-28,Stockholm,143,17.86787807760236,59.364658684501414
62925361,125944-1,Kirunagatan 22-28,Stockholm,150,17.865975047038596,59.364844311544736
62925362,125945-7,Kirunagatan 22-28,Stockholm,140,17.86724980632318,59.3640974317653
62925363,125946-2,Kirunagatan 50,Stockholm,36,17.863519798281814,59.36578784269804
62925364,125947-8,Kirunagatan 44,Stockholm,105,17.863204640610146,59.36539041711484
62925365,125948-3,Kirunagatan 58,Stockholm,74,17.861942966749947,59.365876387678156
62925366,125949-9,Kirunagatan 64,Stockholm,36,17.8622513113196,59.36619309601328
62925367,125950-4,Duvedsvägen 8,Stockholm,61,17.87264804029497,59.36569481072065
62925368,125952-5,Vittangiplan 26,Stockholm,128,17.872294954786312,59.36214430737659
62925369,125953-0,Vällingbyplan 7,Stockholm,129,17.87306214856009,59.36164217682571
62925370,125954-6,Jämtlandsgatan 68,Stockholm,43,17.8739255555613,59.359781097736104
62925371,125955-1,Spånga Torgväg 4-6,Stockholm,25,17.899103475689635,59.38133716309331
62925372,125956-7,Vällingby torg 6,Stockholm,118,17.873159494109732,59.36237684783203
62925373,125957-2,Vällingbygången 15,Stockholm,118,17.87384759715184,59.36260428762581
62925374,125958-8,Vällingby torg 24,Stockholm,118,17.87251008298107,59.36260681582694
62925375,125959-3,Vällingby torg 32,Stockholm,118,17.873191997712308,59.362969179041684
62925376,125960-9,Ångermannagatan 161,Stockholm,200,17.874286481916315,59.363214614330076
62925377,125961-4,Ångermannagatan 147,Stockholm,200,17.87496354741077,59.362687503404175
62925378,125963-5,Vällingbyplan 2,Stockholm,140,17.874001507449886,59.36192697571015
62925379,125964-0,Pajalagatan 19,Stockholm,140,17.874662059982008,59.36224487445841
62925380,125965-6,Pajalagatan 56,Stockholm,200,17.87240392522383,59.36384916385803
62925381,125967-7,Multrågatan 25,Stockholm,100,17.883779542563943,59.35581642656998
62925382,125968-2,Multrågatan 23,Stockholm,100,17.884642523803464,59.3558242837249
62925383,125969-8,Multrågatan 21,Stockholm,100,17.88550626699306,59.35584110392244
62925384,125970-3,Multrågatan 19,Stockholm,100,17.886386052192258,59.35583959183413
62925385,125971-9,Indalsbacken 17 A,Stockholm,130,17.870760453957512,59.36439754940134
62925386,125972-4,Indalsbacken 12,Stockholm,70,17.871049384030535,59.365316698159575
62925387,125974-5,Indalsbacken 4,Stockholm,72,17.871664602631377,59.36488980933162
62925388,125975-0,Indalsbacken 25,Stockholm,149,17.87001287036351,59.36513285755056
62925389,125976-6,Lyckselevägen 9,Stockholm,100,17.869453843849328,59.36601676444318
62925390,125977-1,Multrågatan 92,Stockholm,42,17.883350423434777,59.35822508133709
62925391,125978-7,Multrågatan 98,Stockholm,75,17.882601849796515,59.35852918065705
62925392,125979-2,Multrågatan 104,Stockholm,25,17.882593352703058,59.35884386500826
62925393,125980-8,Multrågatan 76,Stockholm,44,17.88392642062705,59.35775406986415
62925394,125981-3,Multrågatan 82,Stockholm,83,17.884692380648364,59.35806958545706
62925395,125982-9,Multrågatan 60,Stockholm,74,17.884452749922314,59.35732009740218
62925396,125983-4,Multrågatan 66,Stockholm,108,17.885043852925293,59.357441797237946
62925397,125985-5,Vällingbyvägen 105,Stockholm,61,17.879752213578,59.36456760226459
62925398,125986-0,Vällingbyvägen 109,Stockholm,44,17.88044732527645,59.36466905519933
62925399,125987-6,Vällingbyvägen 115,Stockholm,27,17.880555175005018,59.364280291016186
62925400,125988-1,Vällingbyvägen 117,Stockholm,25,17.880555175005018,59.364280291016186
62925401,125989-7,Vällingbyvägen 123,Stockholm,45,17.87951560237289,59.364060650933716
62925402,125990-2,Nordingrågatan 4,Stockholm,70,17.88210671667652,59.36161320947105
62925403,125991-8,Nordingrågatan 8,Stockholm,39,17.882796446031616,59.36165186889688
62925404,125992-3,Nordingrågatan 14,Stockholm,100,17.882872229578307,59.36109308481415
62925405,125993-9,Multrågatan 110,Stockholm,31,17.882912478473173,59.35928608664902
62925406,125994-4,Multrågatan 114,Stockholm,22,17.882152528913974,59.35924898145083
62925407,125996-5,Multrågatan 116,Stockholm,28,17.881761488676226,59.359203715053795
62925408,125997-0,Multrågatan 124,Stockholm,58,17.881627662444657,59.35970088254026
62925409,125998-6,Multrågatan 128,Stockholm,118,17.880648307815708,59.36018978444937
62925410,125999-1,Multrågatan 136,Stockholm,75,17.880041963719417,59.359888689038534
62925411,126000-1,Multrågatan 140,Stockholm,49,17.879220012583446,59.36015844702495
62925412,126001-7,Multrågatan 142,Stockholm,79,17.87911908449602,59.36042125899844
62925413,126002-2,Ångermannagatan 125,Stockholm,95,17.878653531349062,59.361366044580514
62925414,126003-8,Ångermannagatan 119,Stockholm,69,17.87980686900141,59.3614753494755
62925415,126004-3,Ångermannagatan 113,Stockholm,53,17.88057903577993,59.36165596861848
62925416,126005-9,Silversmedsplan 34,Stockholm,62,17.870279783232352,59.356626637799074
62925417,126006-4,Silversmedsplan 28,Stockholm,50,17.870924770578444,59.357178521333935
62925418,126008-5,Silversmedsplan 18,Stockholm,98,17.870924770578444,59.357178521333935
62925419,126009-0,Grimstagatan 15,Stockholm,95,17.872332843515586,59.357596773211085
62925420,126010-6,Grimstagatan 27,Stockholm,100,17.872332843515586,59.357596773211085
62925421,126011-1,Grimstagatan 35,Stockholm,70,17.872332843515586,59.357596773211085
62925422,126012-7,Grimstagatan 41,Stockholm,100,17.87099360934463,59.35820135965961
62925423,126013-2,Grimstagatan 55,Stockholm,96,17.87099360934463,59.35820135965961
62925424,126014-8,Grimstagatan 61,Stockholm,70,17.87099360934463,59.35820135965961
62925425,126015-3,Grimstagatan 73,Stockholm,104,17.870007940775483,59.35882510263432
62925426,126016-9,Grimstagatan 81,Stockholm,96,17.870007940775483,59.35882510263432
62925427,126017-4,Grimstagatan 95,Stockholm,98,17.870007940775483,59.35882510263432
62925428,126019-5,Spånga Kyrkväg 421,Stockholm,18,17.89991437169147,59.38134608661214
62925429,126020-0,Spånga Kyrkväg 419,Stockholm,18,17.89991437169147,59.38134608661214
62925430,126021-6,Stadingeplan 20,Stockholm,70,17.894848185598487,59.39297824609865
62925431,126022-1,Grimstagatan 160,Stockholm,28,17.86535259016814,59.361847840404934
62925432,126023-7,Grimstagatan 164,Stockholm,64,17.864117721945618,59.36244107168743
62925433,126024-2,Grimstagatan 170,Stockholm,25,17.863062464552875,59.36286860568837
62925434,126025-8,Kirunagatan 98,Stockholm,30,17.86351406504922,59.36801638029264
62925435,126026-3,Kirunagatan 100,Stockholm,30,17.86283160484958,59.36827398001356
62925436,126027-9,Abiskovägen 6,Stockholm,138,17.86397273744838,59.36677528547949
62925437,126028-4,Kirunagatan 74,Stockholm,46,17.861991908459206,59.36666603932805
62925438,126030-5,Kirunagatan 82,Stockholm,90,17.862734434424326,59.36670364682717
62925439,126031-0,Lyckselevägen 42,Stockholm,110,17.868255407480216,59.36683387021519
62925440,126032-6,Lyckselevägen 50,Stockholm,72,17.867448043350507,59.36665395169483
62925441,126033-1,Lyckselevägen 110,Stockholm,130,17.86580748668141,59.36807380463256
62925442,126034-7,Lyckselevägen 96,Stockholm,106,17.865804949269734,59.36741791610247
62925443,126035-2,Lyckselevägen 124,Stockholm,142,17.86468893928353,59.36817027602613
62925444,126036-8,Lyckselevägen 140-142,Stockholm,100,17.865408299854145,59.36855881381496
62925445,126037-3,Vällingbyvägen 161,Stockholm,105,17.87693525701528,59.36227558695737
62925446,126038-9,Vällingbyvägen 163,Stockholm,105,17.87640221975004,59.36200879878137
62925447,126039-4,Årevägen 17,Stockholm,142,17.873790621485227,59.36068263082713
62925448,126041-5,Vittangigatan 1,Stockholm,118,17.873791791116698,59.361320580920335
62925449,126042-0,Jämtlandsgatan 120,Stockholm,34,17.869308984925844,59.361176738590444
62925450,126043-6,Jämtlandsgatan 130,Stockholm,64,17.869254477973136,59.3615733031366
62925451,126044-1,Jämtlandsgatan 136,Stockholm,95,17.86910000534936,59.36182829934052
62925452,126045-7,Jämtlandsgatan 148,Stockholm,75,17.868255656479047,59.36225123363036
62925453,126046-2,Jämtlandsgatan 70,Stockholm,100,17.873134140996743,59.35999622984362
62925454,126047-8,Jämtlandsgatan 84,Stockholm,75,17.871900363027834,59.360391831374365
62925455,126048-3,Jämtlandsgatan 88,Stockholm,75,17.87145661899609,59.36034769541082
62925456,126049-9,Jämtlandsgatan 98,Stockholm,74,17.870636860928116,59.36064430646483
62925457,126050-4,Jämtlandsgatan 106,Stockholm,75,17.87053269741171,59.361077907768454
62925458,126052-5,Jämtlandsgatan 112,Stockholm,74,17.869949158524907,59.361045831022906
62925459,126053-0,Vittangigatan 10,Stockholm,100,17.87287988010002,59.36115198817982
62925460,126054-6,Vittangigatan 16,Stockholm,100,17.87219838710759,59.36141860440863
62925461,126055-1,Ångermannagatan 176,Stockholm,97,17.872579007181113,59.3648786455591
62925462,126056-7,Ångermannagatan 170,Stockholm,124,17.87277707313644,59.364514857509015
62925463,126057-2,Ångermannagatan 164,Stockholm,124,17.87343877674789,59.364221718735
62925464,126058-8,Ångermannagatan 158,Stockholm,124,17.873940065818005,59.363905156922414
62925465,126059-3,Gudmundrågatan 6,Stockholm,50,17.886405344558586,59.358759493480385
62925466,126060-9,Gudmundrågatan 4,Stockholm,37,17.88676658694617,59.35886830538999
62925467,126061-4,Solleftegatan 15,Stockholm,34,17.887221001668404,59.359037951622426
62925468,126063-5,Långseleringen 1,Stockholm,42,17.886698530586877,59.35931010857377
62925469,126064-0,Gudmundrågatan 12,Stockholm,33,17.885129779935394,59.359075278111625
62925470,126065-6,Multrågatan 35,Stockholm,88,17.88359810458327,59.35741089578367
62925471,126066-1,Grimstagatan 42,Stockholm,140,17.874977454373358,59.3551572785195
62925472,126067-7,Grimstagatan 62,Stockholm,100,17.87311355565799,59.35600708773864
62925473,126068-2,Grimstagatan 56,Stockholm,77,17.87335264613322,59.35592094610989
62925474,126069-8,Grimstagatan 84,Stockholm,125,17.876735376388527,59.35534312397472
62925475,126070-3,Russinvägen 30,Stockholm,30,18.08816236217229,59.25650530185808
62925476,126071-9,Russinvägen 22,Stockholm,55,18.08757592229483,59.25661807744531
62925477,126072-4,Russinvägen 36,Stockholm,71,18.088317170829786,59.25627696272662
62925478,126074-5,Russinvägen 40,Stockholm,29,18.088951618184577,59.25630682782013
62925479,126075-0,Russinvägen 48,Stockholm,69,18.08925183286668,59.25594023587171
62925480,126076-6,Russinvägen 52,Stockholm,29,18.08990134798771,59.25594277873952
62925481,126077-1,Russinvägen 58,Stockholm,61,18.089805760660642,59.25546876372377
62925482,126078-7,Russinvägen 72,Stockholm,71,18.09021101969316,59.25509967352028
62925483,126079-2,Russinvägen 68,Stockholm,61,18.090960627211818,59.25543233420363
62925484,126080-8,Oppundavägen 25,Stockholm,50,18.071931820229715,59.27133090793639
62925485,126081-3,Oppundavägen 27,Stockholm,50,18.071843157864823,59.27112631339868
62925486,126133-5,Ranhammarsvägen 15,Stockholm,46,17.960678177909585,59.34806243363515
62925487,126147-1,Adolfsbergsvägen 24,Stockholm,33,17.955809677813395,59.35864154341809
62925488,126149-2,Tegelbergsvägen 24,Stockholm,50,17.952875853858945,59.35850137822169
62925489,126160-2,Tegelbergsvägen 18,Stockholm,55,17.95273112023014,59.35784868827304
62925490,126172-8,Ranhammarsvägen 20,Stockholm,155,17.959709444397387,59.35087906344013
62925491,126177-5,Masmästarvägen 2,Stockholm,50,17.9744919705792,59.34627410181234
62925492,126178-0,Masmästarvägen 6,Stockholm,32,17.974915242880474,59.346084718018524
62925493,126184-3,Johannesfredsvägen 43-45,Stockholm,146,17.971904570534853,59.347267688206024
62925494,126185-9,Johannesfredsvägen 43-45,Stockholm,81,17.971904570534853,59.347267688206024
62925495,126203-5,Drottningholmsvägen 399,Stockholm,108,17.94064803081502,59.33923366048322
62925496,126207-7,Kvarnbacksvägen 135,Stockholm,56,17.9409788661725,59.34000796143245
62925497,126211-9,Norrbyvägen 30,Stockholm,160,17.96638328195382,59.34670159414829
62925498,126212-4,Norrbyvägen 32,Stockholm,70,17.96638328195382,59.34670159414829
62925499,126214-5,Voltavägen 17,Stockholm,150,17.96638328195382,59.34670159414829
62925500,126215-0,Ekbacksvägen 32,Stockholm,97,17.964754008109292,59.34597487410685
62925501,126226-0,Smältvägen 5-7,Stockholm,50,17.962773613853464,59.35494295155837
62925502,126228-1,Adolfsbergsvägen 12,Stockholm,20,17.958168544441097,59.35884861079419
62925503,126229-7,Klintbacken 3-5,Stockholm,23,17.9557463908393,59.35993694734858
62925504,126233-9,Granbacken 22,Stockholm,37,17.962737187914836,59.34423255168754
62925505,126238-6,Ulvsundavägen 174,Stockholm,47,17.95876625821513,59.35237417383283
62925506,126258-5,Johannesfredsvägen 62,Stockholm,60,17.971964041712532,59.34855132498105
62925507,126259-0,Johannesfredsvägen 58,Stockholm,60,17.972395503473823,59.348253931628584
62925508,126260-6,Johannesfredsvägen 54,Stockholm,60,17.972826173215044,59.34794756882551
62925509,126261-1,Johannesfredsvägen 50,Stockholm,60,17.97325369679867,59.34760533237809
62925510,126262-7,Johannesfredsvägen 44,Stockholm,80,17.973626964170002,59.34724636075706
62925511,126263-2,Ulvsundavägen 146,Stockholm,22,17.957395611759235,59.34956574295695
62925512,126273-7,Doktor Abrahams Väg 55,Stockholm,22,17.916312757919012,59.35861483961948
62925513,126278-4,Ulvsundavägen 132,Stockholm,100,17.958606089397517,59.34810950208187
62925514,126280-5,Slaggvägen 11,Stockholm,62,17.976375146968913,59.34708476308669
62925515,126281-0,Slaggvägen 1,Stockholm,22,17.97704295225421,59.34667412216705
62925516,126282-6,Ståltrådsvägen 50,Stockholm,53,17.97603787591082,59.34684984588206
62925517,126287-3,Ankarstocksvägen 16-18,Stockholm,42,17.930412847722124,59.36721244988565
62925518,126299-9,Ulvsundavägen 134,Stockholm,14,17.958145640868544,59.34888375948106
62925519,126300-2,Ulvsundavägen 134,Stockholm,30,17.958145640868544,59.34888375948106
62925520,126303-9,Ulvsundavägen 168,Stockholm,22,17.957932226834654,59.35148553263267
62925521,126333-2,Kratsbodavägen 53,Stockholm,30,17.953678868502426,59.361664183095094
62925522,126334-8,Kratsbodavägen 51,Stockholm,35,17.953736288442567,59.36131243232268
62925523,126351-0,Karlsbodavägen 17,Stockholm,100,17.96004160737365,59.35630799658009
62925524,126353-1,Gjuterivägen 21,Stockholm,46,17.96282639657159,59.35312659452048
62925525,126354-7,Gjuterivägen 15,Stockholm,23,17.961867432838744,59.35282490243292
62925526,126376-7,Västberga Allé 28,Stockholm,100,18.012697930986405,59.29475923482183
62925527,126377-2,Sjöbjörnsvägen 12,Stockholm,20,18.0118528696005,59.316983611223534
62925528,126379-3,Sjöbjörnsvägen 10,Stockholm,17,18.011218139535824,59.31696234681902
62925529,126380-9,Sjöbjörnsvägen 8,Stockholm,25,18.011070735218265,59.31668718484767
62925530,126381-4,Sjöbjörnsvägen 6,Stockholm,17,18.010767034086893,59.31643360912531
62925531,126383-5,Sjöbjörnsvägen 4,Stockholm,17,18.0107767274341,59.31614582812019
62925532,126390-3,Ormbergsvägen 11,Stockholm,133,18.009153495702478,59.31727067522478
62925533,126391-9,Ormbergsvägen 9,Stockholm,135,18.009153495702478,59.31727067522478
62925534,126395-0,Junkergatan 33,Stockholm,100,17.98871438130985,59.305924728603394
62925535,126396-6,Junkergatan 39,Stockholm,100,17.98871438130985,59.305924728603394
62925536,126397-1,Junkergatan 23,Stockholm,200,17.98979505829728,59.305423652156115
62925537,126398-7,Junkergatan 17,Stockholm,200,17.990447888262686,59.305453587978455
62925538,126399-2,Junkergatan 11,Stockholm,200,17.99110229526364,59.305501456479234
62925539,126400-6,Torsten Alms Gata 18,Stockholm,30,17.993187248852546,59.30922769416364
62925540,126401-1,Torsten Alms Gata 24,Stockholm,35,17.9921612845048,59.30915243061566
62925541,126402-7,Sigurd Rings Gata 9,Stockholm,50,17.993110402900772,59.309552960088965
62925542,126403-2,Sigurd Rings Gata 11,Stockholm,50,17.992476608915794,59.30954057106773
62925543,126404-8,Sigurd Rings Gata 10,Stockholm,50,17.99422863052406,59.30987770510775
62925544,126405-3,Sigurd Rings Gata 12,Stockholm,50,17.99350634235177,59.309858370096514
62925545,126416-3,Lerkrogsvägen 15-23,Stockholm,142,18.00759696969238,59.2905099314049
62925546,126417-9,Lerkrogsvägen 15-23,Stockholm,73,18.00759696969238,59.2905099314049
62925547,126424-7,Västberga Allé 60-70,Stockholm,75,18.016832585049716,59.29046690841415
62925548,126425-2,Västberga Allé 60-70,Stockholm,75,18.016832585049716,59.29046690841415
62925549,126442-5,Dymlingsgränd 13,Stockholm,85,17.98620351088333,59.29012192746852
62925550,126443-0,Dymlingsgränd 12,Stockholm,106,17.98604111067896,59.29067380460417
62925551,126444-6,Dymlingsgränd 10,Stockholm,90,17.98604111067896,59.29067380460417
62925552,126447-2,Matrosbacken 20 B,Stockholm,138,18.005434985192025,59.31617038683046
62925553,126460-3,Sjöbjörnsvägen 66 C,Stockholm,100,18.007047857465395,59.31811009903005
62925554,126461-9,Sjöbjörnsvägen 66 D,Stockholm,157,18.00694111675508,59.3178968967294
62925555,126462-4,Gröndalsvägen 142,Stockholm,48,17.994919450362026,59.314732278363365
62925556,126469-2,Västberga Allé 25,Stockholm,140,18.012627254170265,59.29614474256052
62925557,126470-8,Elektravägen 18 C,Stockholm,23,18.01513559624388,59.29729080981429
62925558,126471-3,Elektravägen 10,Stockholm,17,18.017309532484166,59.29783352200747
62925559,126472-9,Elektravägen 12,Stockholm,25,18.01653097438871,59.29757299557661
62925560,126473-4,Förskottsvägen 13,Stockholm,22,17.98457645420629,59.29861514331137
62925561,126475-5,Förskottsvägen 11,Stockholm,42,17.983948367008264,59.298665487407554
62925562,126476-0,Förskottsvägen 7,Stockholm,40,17.98340480608805,59.29867794689233
62925563,126477-6,Sparbanksvägen 9,Stockholm,40,17.982825390604134,59.29868223966709
62925564,126478-1,Vretensborgsvägen 21,Stockholm,32,18.013327313035976,59.297305727016656
62925565,126479-7,Vretensborgsvägen 15,Stockholm,30,18.015745774152474,59.29822920998369
62925566,126480-2,Vretensborgsvägen 9,Stockholm,100,18.016824689145814,59.2989051312629
62925567,126481-8,Vretensborgsvägen 5,Stockholm,37,18.01775631672336,59.29910819052577
62925568,126489-1,Västbergavägen 25,Stockholm,70,18.008537581422672,59.29280662215138
62925569,126490-7,Elektravägen 75-77,Stockholm,30,18.0070383056819,59.293533204975326
62925570,126497-5,Hägerstensvägen 158,Stockholm,53,17.995090423612822,59.30549063841974
62925571,126498-0,Vapengatan 17,Stockholm,40,17.994508953675886,59.305872444931296
62925572,126499-6,Vapengatan 15,Stockholm,40,17.994738522383575,59.305885136349424
62925573,126510-4,Fågeltorget 167,Stockholm,100,17.99326493866704,59.30551465197661
62925574,126512-5,Hägerstensvägen 164,Stockholm,50,17.994047030861488,59.30541579229519
62925575,126515-1,Ivar Vidfamnes Gata 12,Stockholm,125,17.98723760858028,59.307719892802346
62925576,126521-4,Hertigvägen 9,Stockholm,108,17.991925775263542,59.30627330927034
62925577,126523-5,Manhemsgatan 3,Stockholm,70,17.99774760157993,59.305132936338644
62925578,126524-0,Hägerstensvägen 157,Stockholm,64,17.996901072452633,59.30509851030344
62925579,126525-6,Hägerstensvägen 159 B,Stockholm,54,17.99626403144121,59.305247965599136
62925580,126526-1,Hägerstensvägen 161 A,Stockholm,40,17.995526846914096,59.30505825013163
62925581,126527-7,Hägerstensvägen 163,Stockholm,64,17.99500564029801,59.304926464614425
62925582,126528-2,Hägerstensvägen 165 B,Stockholm,56,17.994285640045874,59.30513173530261
62925583,126529-8,Hägerstensvägen 167,Stockholm,80,17.993702962970364,59.3051002055378
62925584,126535-0,Gröndalsvägen 14,Stockholm,25,18.015483972485733,59.31530901815948
62925585,126536-6,Sparbanksvägen 29,Stockholm,88,17.983075796620085,59.29793065818087
62925586,126537-1,Förskottsvägen 2,Stockholm,92,17.983123971201497,59.29828001052896
62925587,126538-7,Riksdalervägen 7,Stockholm,85,17.9843384750119,59.29770402092615
62925588,126539-2,Riksdalervägen 9,Stockholm,80,17.984415139713867,59.2975764582336
62925589,126551-8,Sjöbjörnsvägen 9,Stockholm,30,18.008525696617603,59.316134955746634
62925590,126552-3,Sjöbjörnsvägen 5,Stockholm,43,18.0089235337282,59.31626055508896
62925591,126553-9,Sjöbjörnsvägen 1,Stockholm,57,18.009600659041304,59.315966335395935
62925592,126554-4,Sjöbjörnsvägen 15 B,Stockholm,25,18.00773120347121,59.31669247886869
62925593,126556-5,Sjöbjörnsvägen 15 A,Stockholm,25,18.00773120347121,59.31669247886869
62925594,126559-1,Torsten Alms Gata 59,Stockholm,45,17.986052699250045,59.30863669584058
62925595,126564-9,Valutavägen 16,Stockholm,40,17.979188154878393,59.299682114044465
62925596,126567-5,Blommensbergsvägen 138,Stockholm,36,18.003421804207846,59.30969291103744
62925597,126568-0,Blommensbergsvägen 138,Stockholm,18,18.003278322233278,59.309660276436745
62925598,126569-6,Styrbjörnsvägen 6,Stockholm,30,18.00311308206714,59.30997860258242
62925599,126570-1,Styrbjörnsvägen 4,Stockholm,30,18.00329243607576,59.310019396022106
62925600,126571-7,Styrbjörnsvägen 16,Stockholm,28,18.002508684826225,59.31010037605361
62925601,126572-2,Riksdalervägen 20,Stockholm,95,17.984979669646183,59.29800383078487
62925602,126575-9,Blommensbergsvägen 166,Stockholm,113,17.998392665043767,59.30986274780867
62925603,126576-4,Blommensbergsvägen 166,Stockholm,137,17.999037994154648,59.30940756457101
62925604,126578-5,Blommensbergsvägen 166,Stockholm,142,17.99843817372792,59.309780824732556
62925605,126579-0,Blommensbergsvägen 166,Stockholm,173,17.99754601763077,59.30982832694729
62925606,126580-6,Tellusborgsvägen 10,Stockholm,160,18.016141713189153,59.30428571315585
62925607,126581-1,Tellusborgsvägen 10,Stockholm,143,18.015229015478997,59.30429787037494
62925608,126582-7,Tellusborgsvägen 10,Stockholm,130,18.016141713189153,59.30428571315585
62925609,126589-5,Hypoteksvägen 6,Stockholm,64,17.985347888126853,59.29599149221795
62925610,126590-0,Sverkersgatan 1,Stockholm,75,17.998481473816504,59.307479382988774
62925611,126591-6,Vårgatan 4,Stockholm,33,18.00773671597166,59.303231104036534
62925612,126592-1,Tellusborgsvägen 41,Stockholm,25,18.00744087020004,59.303462593055
